3 SEASONS CAMPING RESORT INC     151.925000   REHOBOTH BEA  IB    DE WNDY333
DISHAROON, SAM                   806.000000   SALISBURY     YB    MD WNMY732
DISHAROON, VIC                   806.000000   SALISBURY     YB    MD WNVV443
DISHAROON, WILLIS                806.000000   PITTSVILLE    YB    MD WNUE691
DISHMAN, ROBERT L                461.675000   OAK ORCHARD   IB    DE WNGM664
DISHMAN, ROBERT L                466.675000   OAK ORCHARD   IB    DE WNGM664
DISPATCH COMMUNICATIONS OF THE   806.000000   SALISBURY     YX    MD WPAI833
DISPATCH COMMUNICATIONS OF THE   856.012500   WILLARDS      YX    MD WNDV628
DISPATCH COMMUNICATIONS OF THE   857.012500   WILLARDS      YX    MD WNDV628
DISPATCH COMMUNICATIONS OF THE   858.012500   WILLARDS      YX    MD WNDV628
DISPATCH COMMUNICATIONS OF THE   859.012500   WILLARDS      YX    MD WNDV628
DISPATCH COMMUNICATIONS OF THE   860.012500   WILLARDS      YX    MD WNDV628
DISPATCH COMMUNICATIONS OF THE   861.412500   PRESTON       YX    MD WNFW607
DISPATCH COMMUNICATIONS OF THE   861.437500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   861.612500   SALISBURY     YX    MD WNHA500
DISPATCH COMMUNICATIONS OF THE   861.962500   SALISBURY     YX    MD WPAI833
DISPATCH COMMUNICATIONS OF THE   861.987500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   862.412500   PRESTON       YX    MD WNFW607
DISPATCH COMMUNICATIONS OF THE   862.437500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   862.612500   SALISBURY     YX    MD WNHA500
DISPATCH COMMUNICATIONS OF THE   862.962500   SALISBURY     YX    MD WPAI833
DISPATCH COMMUNICATIONS OF THE   862.987500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   863.412500   PRESTON       YX    MD WNFW607
DISPATCH COMMUNICATIONS OF THE   863.437500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   863.612500   SALISBURY     YX    MD WNHA500
DISPATCH COMMUNICATIONS OF THE   863.962500   SALISBURY     YX    MD WPAI833
DISPATCH COMMUNICATIONS OF THE   863.987500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   864.412500   PRESTON       YX    MD WNFW607
DISPATCH COMMUNICATIONS OF THE   864.437500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   864.612500   SALISBURY     YX    MD WNHA500
DISPATCH COMMUNICATIONS OF THE   864.962500   SALISBURY     YX    MD WPAI833
DISPATCH COMMUNICATIONS OF THE   864.987500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   865.412500   PRESTON       YX    MD WNFW607
DISPATCH COMMUNICATIONS OF THE   865.437500   SALISBURY     YX    MD KNET326
DISPATCH COMMUNICATIONS OF THE   865.612500   SALISBURY     YX    MD WNHA500
DISPATCH COMMUNICATIONS OF THE   865.962500   SALISBURY     YX    MD WPAI833
DISPATCH COMMUNICATIONS OF THE   865.987500   SALISBURY     YX    MD KNET326
DIVILIO, L THOMAS                152.480000   EASTON        IB    MD WQF849
DONOVAN JR, ROBERT L             806.000000   LEWES         YB    DE WPAG871
DONOVAN SALVAGE WORKS INC        154.570000   GEORGETOWN    IB    DE KD26800
DONOVAN SALVAGE WORKS INC        806.000000   GEORGETOWN    YB    DE WNWP210
DORCHESTER COUNTY FIREMANS ASS    46.060000   CAMBRIDGE     PF    MD KJI511
DORCHESTER COUNTY FIREMANS ASS    46.400000   CAMBRIDGE     PF    MD KJI511
DORCHESTER DEVELOPMENTAL UNIT    806.000000   CAMBRIDGE     YB    MD WNDC621
DORCHESTER ENVIORNMENTAL HEALT   806.000000   CAMBRIDGE     YB    MD WNXQ209
DORCHESTER GENERAL HOSPITAL IN   152.480000   CAMBRIDGE     IB    MD KNAZ799
DORCHESTER GENERAL HOSPITAL IN   163.250000   CAMBRIDGE     PS    MD KQT960
DORCHESTER, COUNTY OF             39.580000   CAMBRIDGE     PP    MD KZJ920
DORCHESTER, COUNTY OF            122.700000   CAMBRIDGE     AF    MD WPH6
DORCHESTER, COUNTY OF            150.995000   CAMBRIDGE     PH    MD KEO255
DORCHESTER, COUNTY OF            151.070000   CAMBRIDGE     PH    MD KEO255
DORCHESTER, COUNTY OF            156.075000   CAMBRIDGE     PH    MD KEO255
DORCHESTER, COUNTY OF            156.240000   CAMBRIDGE     PH    MD KEO255
DORCHESTER, COUNTY OF            158.745000   CAMBRIDGE     PL    MD KNAI303
DORCHESTER, COUNTY OF            458.125000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            460.100000   CAMBRIDGE     PP    MD WPCD769
DORCHESTER, COUNTY OF            462.950000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            462.950000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            462.975000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            462.975000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            463.000000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            463.000000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            463.000000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            463.025000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            463.025000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            463.025000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            463.050000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            463.050000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            463.050000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            463.075000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            463.075000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            463.075000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            463.100000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            463.100000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            463.100000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            463.125000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            463.125000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            463.125000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            463.150000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            463.150000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            463.150000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            463.175000   CAMBRIDGE     PS    MD KBP693
DORCHESTER, COUNTY OF            463.175000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            463.175000   VIENNA        PS    MD KCG891
DORCHESTER, COUNTY OF            465.062500   CAMBRIDGE     PP    MD WPCD769
DORCHESTER, COUNTY OF            465.100000   CAMBRIDGE     PP    MD WPCD769
DORCHESTER, COUNTY OF            465.137500   CAMBRIDGE     PP    MD WPCD769
DORCHESTER, COUNTY OF            467.950000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            467.975000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            468.000000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            468.025000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            468.050000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            468.075000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            468.100000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            468.125000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            468.150000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            468.175000   CAMBRIDGE     PS    MD KY7589
DORCHESTER, COUNTY OF            806.000000   CAMBRIDGE     YB    MD WNJU849
DORCHESTER, COUNTY OF            806.000000   CAMBRIDGE     YP    MD WNXU879
DORCHESTER, COUNTY OF            806.000000   CAMBRIDGE     YP    MD WPAW395
DORCHESTER, COUNTY OF            810.987500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            811.262500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            812.262500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            813.262500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            814.262500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            855.987500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            856.262500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            857.262500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            858.262500   CAMBRIDGE     YP    MD WNZM307
DORCHESTER, COUNTY OF            859.262500   CAMBRIDGE     YP    MD WNZM307
DOUGLAS H WEST INC               159.930000   SALISBURY     LJ    MD WNDT464
DOVER RADIO PAGE                 158.070000   SALISBURY     CD    MD KNKM449
DOVER RADIO PAGE INC             151.985000   SALISBURY     IT    MD WNYW684
DOVER RADIO PAGE INC             158.340000   SALISBURY     IT    MD WNYW684
DOVER RADIO PAGE INC             463.825000   LEWES         IB    DE WNRG692
DOVER RADIO PAGE INC             468.825000   LEWES         IB    DE WNRG692
DOVER RADIO PAGE INC             806.000000   SALISBURY     YB    DE WNXV402
DOVER RADIO PAGE, INC.            43.560000   BRIDGEVILLE   CD    DE KNKC290
DOVER RADIO PAGE, INC.            43.560000   LAUREL        CD    DE KNKC290
DOVER RADIO PAGE, INC.            43.560000   LEWES         CD    DE KNKC290
DOVER RADIO PAGE, INC.            43.560000   PRESTON       CD    MD KNKC290
DOVER RADIO PAGE, INC.            72.120000   BRIDGEVILLE   CD    DE KNKC290
DOVER RADIO PAGE, INC.            72.120000   SALISBURY     CD    MD KNKC290
DOVER RADIO PAGE, INC.            72.160000   SALISBURY     CD    MD KNKB818
DOVER RADIO PAGE, INC.            72.680000   LAUREL        CD    DE KNKB818
DOVER RADIO PAGE, INC.           152.810000   BELLTOWN      CD    DE KNKI750
DOVER RADIO PAGE, INC.           152.810000   BRIDGEVILLE   CD    DE KNKM451
DOVER RADIO PAGE, INC.           152.810000   PRESTON       CD    MD KNKM443
DOVER RADIO PAGE, INC.           152.810000   SALISBURY     CD    MD KNKM449
DOVER RADIO PAGE, INC.           158.070000   SALISBURY     CD    MD KNKM449
DOVER RADIO PAGE, INC.           454.025000   EASTON        CD    MD KNKC939
DOVER RADIO PAGE, INC.           454.050000   BRIDGEVILLE   CD    DE KNKB818
DOVER RADIO PAGE, INC.           454.050000   LAUREL        CD    DE KNKB818
DOVER RADIO PAGE, INC.           454.400000   LAUREL        CD    DE KNKB818
DOVER RADIO PAGE, INC.           454.500000   LEWES         CD    DE KNKI958
DOVER RADIO PAGE, INC.           454.500000   LEWIS         CD    DE KNKI958
DOVER RADIO PAGE, INC.           454.550000   SALISBURY     CD    MD KNKJ963
DOWNES SR, MERVYN J              151.865000   RIGELY        IB    MD WNXH514
DRAPER CANNING COMPANY           152.870000   MILTON        IS    DE KGE332
DRAPER, WILLIAM O                806.000000   SALISBURY     YB    MD WNWH994
DRESSER INDUSTRIES INC           463.600000   SALISBURY     IB    MD WNXQ570
DREW, MARK                       806.000000   BISHOPVILLE   YB    MD WNYW935
DRS WOODHEAD & SPONSELLER PA     155.175000   SEAFORD       PS    DE WXR304
DRYDEN JR, WILLIAM P             806.000000   PARSONBURG    YB    MD WNMY358
DU VALL CONSTRUCTION COMPANY     806.000000   MILLSBORO     YB    MD WNPP279
DUKES LUMBER CO INC              464.625000   WILLARDS      IB    MD KNIZ336
DUKES LUMBER CO INC              469.625000   WILLARDS      IB    MD KNIZ336
DYES, CHARLES W                  806.000000   EAST NEW MAR  YB    MD WNVC295
DYPSKY, DAVID K                  806.000000   OCEAN CITY    YB    MD WNZX906
E I DU PONT DE NEMOURS & CO IN   463.312500   SEAFORD       IB    DE KD52975
E I DUPONT CO                    462.112500   SEAFORD       IB    DE WNSB858
E I DUPONT CO                    464.012500   SEAFORD       IB    DE WNSB858
E I DUPONT CO INC                151.865000   SEAFORD       IB    DE WNVB967
E I DUPONT CO INC                463.625000   SEAFORD       IB    DE WNVB967
E I DUPONT DE NEMOURS & CO INC   462.300000   SEAFORD       IX    DE KA43545
E I DUPONT DE NEMOURS & CO INC   462.300000   SEAFORD       IX    DE WYQ284
E I DUPONT DE NEMOURS & CO INC   462.300000   SEAFORD       IX    DE WYQ285
E I DUPONT DE NEMOURS & CO INC   462.300000   SEAFORD       IX    DE WYQ286
E I DUPONT DE NEMOURS & CO INC   462.300000   SEAFORD       IX    DE WYQ287
E I DUPONT DE NEMOURS & CO INC   462.825000   SEAFORD       IB    DE KXK449
E I DUPONT DE NEMOURS & CO INC   467.300000   SEAFORD       IX    DE KA43545
E I DUPONT DE NEMOURS & CO INC   467.300000   SEAFORD       IX    DE WYQ284
E I DUPONT DE NEMOURS & CO INC   467.300000   SEAFORD       IX    DE WYQ285
E I DUPONT DE NEMOURS & CO INC   467.300000   SEAFORD       IX    DE WYQ286
E I DUPONT DE NEMOURS & COMPAN   461.537500   SEAFORD       IB    DE KD38255
E I DUPONT DE NEMOURS & COMPAN   464.062500   SEAFORD       IB    DE KD38255
E J TRADER & SONS INC            806.000000   SALISBURY     YB    MD WNPE903
E S ADKINS & COMPANY             806.000000   SALISBURY     YB    MD WNZI548
E T TRAVIS & SONS INC            806.000000   SALISBURY     YB    MD WNQW725
E Z PLUMBING INC                 806.000000   OCEAN VIEW    YB    DE WPAG870
EARLVIEW FARMS INC               452.125000   HURLOCK       IS    MD KGB956
EARLVIEW FARMS INC               457.125000   HURLOCK       IS    MD KGB956
EAST COAST SHEET METAL & MILLW   806.000000   WILLARDS      YB    MD WNKF265
EAST NEW MARKET VOLUNTEER FIRE    46.060000   EAST NEW MAR  PF    MD KNAG295
EASTERN CORPORATION              151.565000   FEDERALSBURG  IS    MD KSW796
EASTERN DISPOSAL INC             806.000000   SEAFORD       YB    MD WNIH316
EASTERN QUALITY VENDING INC      806.000000   SALISBURY     YB    MD WPAZ258
EASTERN SERVICE CORP             151.565000   CAMBRIDGE     IS    MD KGH250
EASTERN SHORE FOREST PRODUCTS    806.000000   SALISBURY     YB    MD WNZX903
EASTERN SHORE HOSPITAL CENTER    155.265000   CAMBRIDGE     PS    MD KZO326
EASTERN SHORE MARKETS            461.562500   EXMORE        IB    MD WNSR270
EASTERN SHORE MARKETS            467.900000   EXMORE        IB    MD WNSR270
EASTERN SHORE PAVING INC         806.000000   CAMBRIDGE     YB    MD WNNM374
EASTERN SHORE WAREHOUSING INC    154.600000   FRUITLAND     IB    MD KD31575
EASTERN WASTE INDUSTRIES INC     806.000000   SALISBURY     YB    MD WNCW730
EASTON AIRPORT AUTHORITY           0.212510   EASTON        AR    MD WRLB2464
EASTON AIRPORT AUTHORITY         124.475000   EASTON        AF    MD KIU7
EASTON AIRPORT AUTHORITY         458.037500   EASTON        PL    MD KD46116
EASTON SHELL SERVICE CENTER      150.860000   EASTON        LA    MD WRJ395
EASTON VOLUNTEER FIRE DEPARTME   154.355000   EASTON        PF    MD WNSN428
EASTON, TOWN OF                  153.410000   EASTON        IW    MD KGC415
EASTON, TOWN OF                  153.545000   EASTON        IW    MD KGC415
EASTON, TOWN OF                  154.950000   EASTON        PP    MD KGB464
EASTON, TOWN OF                  159.030000   EASTON        PP    MD KB72719
EASTON, TOWN OF                10525.000000   EASTON        RS    MD KR4586
EDWARD J KAYE CONSTRUCTION CO    806.000000   SEAFORD       YB    DE WNPG470
EDWARDS CUSTOM FARMING INC       464.350000   WILLIAMSBURG  IB    MD WNAC408
EDWARDS, RICHARD A               461.225000   RIDGLEY       IB    MD KNCD992
EI DU PONT DE NEMOURS & CO INC   153.080000   SEAFORD       IX    DE WXS536
ELDOBROOK SAND AND GRAVEL INC    806.000000   RHODESDALE    YB    MD WNLG384
ELDORADO BROOKVIEW FIRE CO INC    46.060000   EL DORADO     PF    MD KAP745
ELDORADO BROOKVIEW FIRE CO INC    46.400000   EL DORADO     PF    MD KAP745
ELLENDALE FIRE CO INC             33.420000   ELLENDALE     PF    DE KRG724
ELLENDALE FIRE CO INC             33.580000   ELLENDALE     PF    DE KRG724
ELLENDALE FIRE CO INC             33.720000   ELLENDALE     PF    DE KRG724
ELLENDALE FIRE CO INC             33.780000   ELLENDALE     PF    DE KRG724
ELLENDALE FIRE CO INC             33.820000   ELLENDALE     PF    DE KRG724
ELLENDALE FIRE CO INC             33.860000   ELLENDALE     PF    DE KRG724
ELLENDALE FIRE CO INC             33.920000   ELLENDALE     PF    DE KRG724
ELLENDALE FIRE CO INC             33.960000   ELLENDALE     PF    DE KRG724
ELLIOTT KINNAMON CONSTRUCTION    806.000000   SALISBURY     YB    MD WNCM491
ELLIOTT, BRUCE                   806.000000   SALISBURY     YB    MD WNRK437
ELLIOTT, NELSON L                154.515000   LAUREL        IB    DE WNQI873
ELLIOTTS ISLAND VFD               46.060000   ELLIOTTS ISL  PF    MD WNLS686
ELLIOTTS ISLAND VFD               46.400000   ELLIOTTS ISL  PF    MD WNLS686
EMBLETON, JAY R                  806.000000   HARRINGTON    YB    DE WNMH788
EMORY WALSTON & SONS INC         806.000000   DENTON        YB    MD WNQK259
ENVIRONMENTAL CONST CO           806.000000   EASTON        YB    MD WNVY648
EURE, JOSEPH D                   806.000000   HEBRON        YB    MD WNPF284
EVANS BUILDERS INC               806.000000   SALISBURY     YB    MD WNUC608
EXTENSIONS UNLIMITED INC          72.320000   EASTON        IB    MD WNUM505
EXTENSIONS UNLIMITED INC         462.900000   HURLOCK       IB    MD WNUD256
EXTENSIONS UNLIMITED INC         462.900000   MILLSBORO     IB    DE WNUD256
EXTENSIONS UNLIMITED INC         462.900000   SALISBURY     IB    MD WNUD256
EXXON COMMUNICATIONS CO          156.450000   SALISBURY     MC    MD KVY702
EXXON COMMUNICATIONS CO          156.800000   SALISBURY     MC    MD KVY702
FARMERS & PLANTERS CO            151.550000   SALISBURY     IS    MD KBW553
FARRO, JOSEPH A                  806.000000   SALISBURY     YB    MD WNQT332
FARROW, KAREN S                  806.000000   MILLSBORO     YB    DE WNXY503
FEARINS AGENCY INC               806.000000   PRESTON       YB    MD WNPT845
FEDERAL EXPRESS CORPORATION      811.862500   SALISBURY     GB    MD WNDJ745
FEDERAL EXPRESS CORPORATION      856.862500   SALISBURY     GB    MD WNDJ745
FEDERALSBURG, CITY OF            154.830000   FEDERALSBURG  PP    MD KB33473
FEDERALSBURG, CITY OF            154.890000   FEDERALSBURG  PP    MD KB33473
FEDERALSBURG, CITY OF          10525.000000   FEDERALSBURG  RS    MD KS5697
FEDERATION BUILDERS INC          806.000000   SEAFORD       YB    DE WNRJ580
FENWICK ISLAND, TOWN OF          154.860000   SELBYVILLE    PP    DE WNGH230
FENWICK ISLAND, TOWN OF          155.010000   FENWICK ISLA  PP    DE WNGH230
FENWICK ISLAND, TOWN OF          155.040000   FENWICK ISLA  PL    DE KNIK967
FENWICK ISLAND, TOWN OF          155.850000   SELBYVILLE    PP    DE WNGH230
FENWICK MOBILE HOME RV SERVICE   464.475000   FENNWICK      IB    DE WNMB497
FENWICK MOBILE HOME RV SERVICE   469.475000   FENNWICK      IB    DE WNMB497
FIRE MAK SPRINKLER SYSTEMS INC   806.000000   SALISBURY     YB    MD WNNW940
FIRST NATIONAL BANK OF MARYLAN   154.515000   MILLSBORO     IB    DE WNZJ346
FIRST NATIONAL BANK OF MARYLAN   154.540000   MILLSBORO     IB    DE WNZJ346
FIRST NATIONAL BANK OF MARYLAN   154.570000   MILLSBORO     IB    DE WNZJ346
FIRST NATIONAL BANK OF MARYLAN  6555.000000   MILLSBORO     IB    DE WNET906
FIRST NATIONAL BANK OF MARYLAN  6585.000000   NICHOLS       IB    MD WNET903
FIRST NATIONAL BANK OF MARYLAN  6635.000000   NICHOLS       IB    MD WNET903
FIRST NATIONAL BANK OF MARYLAN  6705.000000   MILLSBORO     IB    DE WNET906
FIRST NATIONAL BANK OF MARYLAN  6795.000000   SALISBURY     IB    MD WNET905
FIRST NATIONAL BANK OF MARYLAN  6865.000000   SALISBURY     IB    MD WNET905
FIRST NATIONAL BANK OF MARYLAN 18815.000000   SALISBURY     IB    MD WNET904
FIRST NATIONAL BANK OF MARYLAN 19155.000000   SALISBURY     IB    MD WNET905
FIRST STATE INSPECTION AGENCY    806.000000   GEORGETOWN    YB    DE WNMY357
FIRST TELEVISION CORPORATION    5960.000000   SALISBURY     CF    MD KGN77
FIRST TELEVISION CORPORATION    6019.300000   SALISBURY     CF    MD KGN77
FIRST TELEVISION CORPORATION    6078.600000   SALISBURY     CF    MD KGN77
FIRST TELEVISION CORPORATION    6137.900000   SALISBURY     CF    MD KGN77
FIRST TELEVISION CORPORATION    6212.000000   GEORGETOWN    CF    DE KGP55
FIRST TELEVISION CORPORATION    6271.300000   GEORGETOWN    CF    DE KGP55
FIRST TELEVISION CORPORATION    6330.600000   GEORGETOWN    CF    DE KGP55
FIRST TELEVISION CORPORATION    6389.900000   GEORGETOWN    CF    DE KGP55
FISHER SR, WILSON W:FISHER JR,   461.050000   WILLARDS      IB    MD KNIY462
FISHER SR, WILSON W:FISHER JR,   466.050000   WILLARDS      IB    MD KNIY462
FISHERMANS WHARF                 156.450000   LEWES         MC    DE WHV563
FISHERMANS WHARF                 156.575000   LEWES         MC    DE WHV563
FISHERMANS WHARF                 156.800000   LEWES         MC    DE WHV563
FLAIG ENTERPRISES INC            806.000000   MARDELA SPRI  YB    MD WNZX901
FLEET MAINTENANCE INC            151.895000   SCHAUMBURG    IB    MD KB64090
FLUHARTY, TIMOTHY                461.725000   EASTON        IB    MD WNLQ838
FLUHARTY, TIMOTHY                466.725000   EASTON        IB    MD WNLQ838
FOOKS CONCRETE INC               464.400000   WILLIAMSBURG  IB    MD KNDT991
FOOKS CONCRETE INC               469.400000   FEDERALSBURG  IB    MD KNDT991
FOOKS CONCRETE INC               469.400000   WILLIAMSBURG  IB    MD KNDT991
FORREST N WEBSTER CO INC         806.000000   REHOBOTH BEA  YB    DE WNRJ578
FORREST PRODUCTS INC             151.895000   PITTSVILLE    IB    MD KB68672
FOSTER CONCRETE CONSTRUCTION I   806.000000   PARSONSBURG   YB    MD WNKS948
FOSTER, WILLIAM R                461.300000   WILLIAMSBURG  IB    MD WNZK267
FOSTER, WILLIAM R                466.300000   WILLIAMSBURG  IB    MD WNZK267
FRANK CLENDANIEL INC             451.925000   LINCOLN       IS    DE KNBP902
FRANK EHINGER & SONS INC         806.000000   SALISBURY     YB    MD WNQE390
FRANKFORD VOLUNTEER FIRE CO IN    33.420000   FRANKFORD     PF    DE KET202
FRANKFORD VOLUNTEER FIRE CO IN    33.580000   FRANKFORD     PF    DE KET202
FRANKFORD VOLUNTEER FIRE CO IN    33.720000   FRANKFORD     PF    DE KET202
FRANKFORD VOLUNTEER FIRE CO IN    33.780000   FRANKFORD     PF    DE KET202
FRANKFORD VOLUNTEER FIRE CO IN    33.860000   FRANKFORD     PF    DE KET202
FRANKFORD VOLUNTEER FIRE CO IN    33.920000   FRANKFORD     PF    DE KET202
FRANKFORD VOLUNTEER FIRE CO IN    33.960000   FRANKFORD     PF    DE KET202
FRASE, CHARLES                   464.400000   WILLIAMSBURG  IB    MD WNGP839
FRASE, CHARLES                   469.400000   WILLIAMSBURG  IB    MD WNGP839
FRUITLAND, CITY OF               155.925000   FRUITLAND     PL    MD KNBV363
FRUITLAND, CITY OF               155.940000   FRUITLAND     PL    MD KNBV363
FRUITLAND, CITY OF               453.325000   FRUITLAND     PL    MD WNPU818
FRUITLAND, CITY OF               458.325000   FRUITLAND     PL    MD WNPU818
FRY, MICHAEL R                   806.000000   DENTON        YB    MD WNLD589
FUCHS, EDWARD C                  461.500000   WILLIAMSBURG  IB    MD WSP382
FUCHS, EDWARD C                  466.500000   PRESTON       IB    MD WSP382
FURNITURE HOUSE INC              806.000000   BERLIN        YB    MD WNNM373
FURUNO USA INC                  2900.000000   DENTON        MC    MD WXZ235
FURUNO USA INC                  9300.000000   DENTON        MC    MD WXZ235
G C B INC                        806.000000   FRANKFORD     YB    DE WNXF274
G R T BUILDING INC               806.000000   SALISBURY     YB    MD WNPP251
GAICO INC                        154.570000   MILLSBORO     IB    DE KD47509
GANNONS REFRIGERATION SERVICE    806.000000   EASTON        YB    MD WNLD593
GARY YOUNG                      2665.000000   SEAFORD       IB    DE WNTF680
GEIB, WESLEY D                   806.000000   EASTON        YB    MD WNUC611
GENERAL ELEVATOR COMPANY INC     806.000000   SALISBURY     YB    MD WNBS631
GENES TAXI INC                   152.390000   SALISBURY     LX    MD KNCE383
GENESIS HEALTH VENTURES          154.570000   SALISBURY     IB    MD WNWN546
GENTLEMAN JIMIS INC              151.745000   LEWES         IB    DE KVZ939
GEORGE & LYNCH INC                43.100000   GUMBORO       IS    DE WXU776
GEORGE L FLUHARTY INC            806.000000   REHOBOTH BEA  YB    DE WNPG461
GEORGE SHERMAN CORPORATION       464.725000   LEWES         IB    DE KNGP985
GEORGE SHERMAN CORPORATION       469.725000   LEWES         IB    DE KNGP985
GEORGE SHERMAN CORPORATION       806.000000   MILTON        YB    DE WNMV432
GEORGE T HARKINS INC             806.000000   SALISBURY     YB    MD WNUZ877
GEORGETOWN FIRE COMPANY INC       33.420000   GEORGETOWN    PF    DE KLU380
GEORGETOWN FIRE COMPANY INC       33.580000   GEORGETOWN    PF    DE KLU380
GEORGETOWN FIRE COMPANY INC       33.720000   GEORGETOWN    PF    DE KLU380
GEORGETOWN FIRE COMPANY INC       33.780000   GEORGETOWN    PF    DE KLU380
GEORGETOWN FIRE COMPANY INC       33.860000   GEORGETOWN    PF    DE KLU380
GEORGETOWN FIRE COMPANY INC       33.920000   GEORGETOWN    PF    DE KLU380
GEORGETOWN FIRE COMPANY INC       33.960000   GEORGETOWN    PF    DE KLU380
GEORGETOWN, TOWN OF              154.800000   GEORGETOWN    PP    DE WNGA353
GEORGETOWN, TOWN OF              154.860000   GEORGETOWN    PP    DE WNGA353
GEORGETOWN, TOWN OF              155.910000   GEORGETOWN    PP    DE WNGA353
GEORGETOWN, TOWN OF              173.362500   GEORGETOWN    PL    DE WPBX604
GEORGETOWN, TOWN OF              173.362500   GEORGETOWN    PL    DE WPBX628
GERARDI BROTHERS INC             464.350000   WILLIAMSBURG  IB    MD WNCR704
GERARDI BROTHERS INC             469.350000   WILLIAMSBURG  IB    MD WNCR704
GERBER, BARRY L                  806.000000   OCEAN CITY    YB    MD WNUJ333
GILLIS BUILDERS INC              806.000000   SALISBURY     YB    MD WNKL462
GIVENS, CHARLES C                806.000000   LAUREL        YB    MD WNRJ649
GLATFELTER PULP WOOD COMPANY     451.650000   EDEN          IF    MD WZV302
GLATFELTER PULP WOOD COMPANY     451.650000   GEORGETOWN    IF    DE WZV302
GLIME, NORMAN L                  464.400000   WILLIAMSBURG  IB    MD KNFT815
GLIME, NORMAN L                  469.400000   WILLIAMSBURG  IB    MD KNFT815
GLIME, RONALD                    806.000000   PRESTON       YB    MD WNPT844
GNI PROPERTIES                   461.450000   SALISBURY     IB    MD WNNK518
GNI PROPERTIES                   466.450000   SALISBURY     IB    MD WNNK518
GOFFS IGA                        466.837500   SNOWHILL      IB    DE WPAQ333
GOFFS IGA                        467.900000   SNOWHILL      IB    DE WPAQ333
GOOD, DAVID A                    806.000000   DENTON        YB    MD WNQN585
